id,NAME,COM_COUNT,AVE_PRICE,TAS_SCORE,ENV_SCORE,SER_SCORE,LAT,LNG,LAT84,LNG84,ADDR,URL
77,格威咖啡(灵桥路店),98,65,8,8.6,8,29.865496,121.558463,29.86808753993669,121.5543155628435,宁波市灵桥路768号(近宁波音乐厅),http://www.dianping.com/shop/5134304
78,侬家大院,20,46,7.9,7.5,7.7,29.860121,121.518351,29.86261263732039,121.5140830007802,宁波市气象路(农工商超市后面),http://www.dianping.com/shop/10007677
79,煲煲饭,141,19,7.5,7.4,7.7,30.179902,121.328619,30.18225942317104,121.3241731762981,宁波市药行街169号莱迪时尚广场2楼餐饮美食城(COCO奶茶斜对面),http://www.dianping.com/shop/9648257
80,浙一家格纳多餐厅(盛园店),191,86,8.1,8.300000000000001,8.199999999999999,29.863238,121.546393,29.86580431704543,121.5422146708755,宁波市镇明路盛园巷64号月湖盛园内,http://www.dianping.com/shop/4689360
81,银苑饭店,20,77,8.199999999999999,8,8.1,29.875292,121.541726,29.87784647400728,121.5375332368286,宁波市中宪巷21号(文昌街口),http://www.dianping.com/shop/4542122
82,新发现(高鑫广场店),0,0,0,0,0,29.896622,121.524682,29.89912993502028,121.5204329224682,宁波市新星路111号高鑫广场3层304—305,http://www.dianping.com/shop/20832891
83,小岛人家,25,0,8,8.1,8.199999999999999,29.875328,121.547573,29.87789628614028,121.5433969930236,宁波市府桥街38弄32号,http://www.dianping.com/shop/19352573
84,衢州农家菜,17,49,7.9,7.7,7.8,29.888295,121.524487,29.89080277697437,121.5202379290738,宁波市环城西路北段299号(近枫华丽致酒店，近市检察院),http://www.dianping.com/shop/19299842
85,嘉和大酒店中餐厅,1,0,6.8,6.8,6.8,29.853274,121.530299,29.85580012993594,121.5260721955037,宁波市新典路108号(电视中心旁),http://www.dianping.com/shop/19396867
86,东唐小镇(联丰店),8,0,7.8,7.6,7.7,29.871678,121.499292,29.87411176264707,121.4949552269665,宁波市高桥镇迎春路57号,http://www.dianping.com/shop/18260355
87,雍盛阁,29,175,7.1,7.3,7.2,29.86319,121.546655,29.86575692385998,121.5424774085464,宁波市盛园巷67号(近月湖盛园),http://www.dianping.com/shop/4229338
88,春晓食府酒店,41,150,7.8,6.8,7.1,29.855495,121.54141,29.85804994465251,121.5372178792661,宁波市南塘老街船埠巷90号(南塘老街),http://www.dianping.com/shop/2223958
89,乡村酒店(马园路店),36,55,7.9,7.9,7.8,29.867973,121.53652,29.87051476621896,121.5323119642822,宁波市马园路268号-1(亚洲花园宾馆对面),http://www.dianping.com/shop/3548047
90,家和木水果连锁超市(天一和义大道店),20,0,8.800000000000001,8.6,8.699999999999999,29.8739,121.555091,29.87648447201629,121.5509348026853,宁波市天一广场和义大道县前街16号,http://www.dianping.com/shop/10341533
91,世纪盛业中苑大酒店,2,0,7.1,7,7.1,29.844179,121.522323,29.84668333914571,121.5180700704687,宁波市段塘东路135号世纪盛业中苑大酒店内,http://www.dianping.com/shop/8698512
92,江枫渔家,14,0,7.9,7.7,7.9,29.843889,121.508875,29.84635355555528,121.5045747399999,宁波市启运路291号启运1号广场(近宁波外事学校),http://www.dianping.com/shop/6146449
93,永耀大酒店中餐厅,7,0,7.6,7.9,7.9,29.871638,121.551848,29.87421589971351,121.5476837573507,宁波市开明街341号,http://www.dianping.com/shop/20699297
94,海鲜超市,7,0,6.6,7.2,6.8,29.863639,121.545811,29.86620394237495,121.5416309999992,宁波市镇明路238号(月湖盛园旁),http://www.dianping.com/shop/19206292
95,皇家钱庄,0,0,0,0,0,29.873391,121.555693,29.87597670407159,121.5515383229227,宁波市和义大道78号和义购物中心地B1楼(近华润Ole超市),http://www.dianping.com/shop/18249038
96,鼓楼新时代美食小吃广场,226,29,7.6,7.6,7.7,29.875817,121.546504,29.87838281274336,121.5423249792877,宁波市公园路77号(近建设银行),http://www.dianping.com/shop/8710829
97,宏远大酒店中餐厅,0,0,6.6,6.6,6.7,29.869539,121.506135,29.87199353721983,121.5018228617443,宁波市联丰中路316号,http://www.dianping.com/shop/6017517
98,天马游船水上餐厅,4,0,6.9,7.1,6.7,29.84376,121.548214,29.84633183861992,121.5440422708488,宁波市舟宿夜江餐饮街(长丰),http://www.dianping.com/shop/17995959
99,艾尚餐厅(天一店),90,29,7.6,7.7,7.6,29.866956,121.567526,29.8695628788406,121.5633977234717,宁波市东渡路29号颐高世贸中心大厦1楼(老银泰时代影院对面),http://www.dianping.com/shop/6446860
100,姐妹饭店,3,0,7.5,6.9,7.2,29.865207,121.522127,29.86770930768226,121.5178717035645,宁波市环城西路南段393号(金都嘉园西南),http://www.dianping.com/shop/9242246
101,竹林人家,3,0,7.6,7.8,7.6,29.886923,121.5526,29.88950165033699,121.5484364859113,宁波市江北区大闸南路,http://www.dianping.com/shop/13804967
102,小鱼驿站衢州餐厅,72,52,8,7.6,7.7,29.865656,121.556907,29.86824455540991,121.5527558755291,宁波市狮子街172号(近天一广场),http://www.dianping.com/shop/8950604
103,云海宾馆,18,74,7.2,7.2,7.1,29.860026,121.545699,29.8625909167443,121.5415189712612,宁波市长春路2号(海曙商业区镇明路口),http://www.dianping.com/shop/542264
104,阿英饭店,15,54,7.3,6.8,7,29.87691,121.514012,29.87938776784193,121.5097273608917,宁波市沁园街,http://www.dianping.com/shop/4226131
105,海味人家,4,0,7.6,7.6,7.7,29.886806,121.530136,29.88932966068253,121.5259059691936,宁波市海曙区环城北路西段766号翠柏路交叉口(莱茵堡宾馆对面),http://www.dianping.com/shop/20730084
106,诚池私房家常菜馆,18,0,8.199999999999999,7.8,8,29.876941,121.534336,29.879476514133,121.5301203579355,宁波市中山西路汪弄社区花池巷22号(81890附近),http://www.dianping.com/shop/18363837
107,山水人家(海曙776店),25,50,7,7.2,6.8,29.850945,121.523568,29.85345241493119,121.5193187975247,宁波市环城西路南段776号(太平鸟集团旁),http://www.dianping.com/shop/2612194
108,亚洲华园宾馆中餐厅,10,0,6.9,7.2,7.3,29.868149,121.537027,29.87069206729565,121.5328205301082,宁波市马园路271号2-3楼(柳汀街口),http://www.dianping.com/shop/3126634
109,百年老卤坊,0,0,0,0,0,29.873391,121.555693,29.87597670407159,121.5515383229227,宁波市和义大道78号和义购物中心地B1楼,http://www.dianping.com/shop/18248962
110,象山石浦小海鲜,0,0,7,7,7,29.876566,121.521322,29.87906530096819,121.5170630105056,宁波市沁园街32号(近沁水丽庭),http://www.dianping.com/shop/5968753
111,膳塘,88,58,7.4,7.7,7.4,29.854931,121.540168,29.85748290568169,121.5359722050601,宁波市尹江路南塘老街A-10号(近南苑酒店),http://www.dianping.com/shop/5655634
112,春鹤饭店,65,65,7,5.5,6.1,29.878742,121.545529,29.88130538664496,121.5413469970522,宁波市孝闻街100号(近西河街),http://www.dianping.com/shop/542333
113,一页厨房(天一店),110,15,7.6,7.7,7.7,29.870575,121.553325,29.87315606335152,121.5491646404258,宁波市华楼巷36号宁波一页KTV(page one)后面(小城故事旁2楼),http://www.dianping.com/shop/17646568
114,奇迹骨头饭,12,0,8.6,8.5,8.6,29.885726,121.53939,29.88827410471263,121.5351893888608,宁波市新芝路77号,http://www.dianping.com/shop/18254885
115,米道好广式肠粉(恒茂广场店),5,29,6.3,6.6,6.7,29.890005,121.522006,29.8925055728605,121.517748289278,宁波市丽园北路866号恒茂商业广场内44号天胜花鸟市场对面,http://www.dianping.com/shop/18136997
116,红鼻子海鲜大排档(苍松路店),0,0,7.3,7.3,7.3,29.872601,121.531729,29.87512977913067,121.5275053176861,宁波市苍松路85号(尚都舞厅旁)(近布丁酒店),http://www.dianping.com/shop/19652004
117,宜宾燃面(灵桥路店),11,0,7.6,7.6,7.6,29.858808,121.549266,29.86138110546683,121.5450959339224,宁波市灵桥路124号(蚝翅旁),http://www.dianping.com/shop/5297374
118,七欣天波格力蟹(宁波六店),1,0,7.2,7.2,7.2,29.861141,121.574356,29.86375763186478,121.5702401883202,宁波市百丈东路8号,http://www.dianping.com/shop/18533193
119,卤泰卤味鸡爪(城隍庙店),140,23,7.8,7.5,7.6,29.865748,121.550539,29.86832344666756,121.5463717880199,宁波市城隍庙大沙泥街236号(城隍庙商业步行街旁),http://www.dianping.com/shop/13890793
120,宁波饭店中餐厅,11,0,7.3,7.2,7.3,29.869374,121.536956,29.87191680937305,121.5327492112838,宁波市马园路251号,http://www.dianping.com/shop/5336836
121,潮头阁,7,68,6.9,7.1,7,29.898562,121.543887,29.90112052341739,121.5396987095517,宁波市环城北路西段498号(花园宾馆对面),http://www.dianping.com/shop/2763211
122,新状元楼(农贸店),1,0,6.9,6.9,6.9,29.908444,121.637429,29.9110494155222,121.6333129344323,宁波市风华路818号宁波大学农贸店(近小兔子),http://www.dianping.com/shop/10647618
123,雨花石郭巨海鲜(繁景店),11,88,7,6.6,6.8,29.891282,121.533133,29.89381356279698,121.5289123588081,宁波市育才路285-287号繁景花园东大门,http://www.dianping.com/shop/2099926
124,牛家村,18,53,7.2,6.9,6.8,29.977836,121.449568,29.98013792093307,121.4450711599114,宁波市慈城镇中华路(近慈城县衙),http://www.dianping.com/shop/2846557
125,天府一绝,0,0,0,0,0,29.873391,121.555693,29.87597670407159,121.5515383229227,宁波市和义大道78号和义购物中心地B1楼(近华润Ole超市),http://www.dianping.com/shop/18249014
126,锦庭,2,0,6.8,6.8,6.9,29.855688,121.541622,29.85824345230354,121.5374304937872,宁波市南塘老街船埠巷68号,http://www.dianping.com/shop/5589454
127,老外婆,1,0,7.4,7.2,7.3,29.868388,121.549792,29.87096165218427,121.5456225862818,宁波市舜山西路1号,http://www.dianping.com/shop/6016811
128,阿拉宁波年糕干,2,0,7,7,7,29.854931,121.540168,29.85748290568169,121.5359722050601,宁波市海曙区南塘老街,http://www.dianping.com/shop/18211990
129,保国寺桂苑餐厅,2,0,7.2,7.2,7,29.97988,121.520263,29.98237282628943,121.5159919972884,宁波市洪塘保国寺风景区售票处右侧,http://www.dianping.com/shop/14740916
130,尚都大酒店中餐厅,0,0,0,0,0,29.871641,121.519941,29.87413656958815,121.5156776183171,宁波市蓝天路217号,http://www.dianping.com/shop/21293153
131,70年代家常菜,3,0,7.3,7.4,7.4,29.865016,121.556527,29.86760385534867,121.5523750133668,宁波市狮子街140号,http://www.dianping.com/shop/19805443
132,山味馆,13,55,7,7,6.9,29.856105,121.541735,29.85866070075351,121.5375437956708,宁波市南塘老街南郊路245号,http://www.dianping.com/shop/5589633
133,豪润阁,16,100,7.6,7.6,7.6,29.88948,121.518317,29.89196984892638,121.5140465135766,宁波市丽园北路银润豪景商务广场5号(珈禾整形医院后面),http://www.dianping.com/shop/17791466
134,老地方烧烤,3,0,7.9,7.4,7.7,29.865266,121.556663,29.86785410517203,121.5525113209633,宁波市狮子街150号,http://www.dianping.com/shop/18487197
135,老坛陈酿,0,0,0,0,0,29.873391,121.555693,29.87597670407159,121.5515383229227,宁波市和义大道78号和义购物中心地B1楼(近华润Ole超市),http://www.dianping.com/shop/18249031
136,老宁波小海鲜,1,0,7.2,7.2,7.2,29.883547,121.533451,29.8860798023846,121.5292320003451,宁波市翠柏路近西湾路,http://www.dianping.com/shop/19689190
137,东北饺子,0,0,7.3,7.1,7.1,29.859658,121.538112,29.86220439434062,121.5339095651338,宁波市汽车南站尹江路165号,http://www.dianping.com/shop/21641033
138,海航饭店,6,0,7.3,7.1,7.3,29.899936,121.527002,29.90245034371476,121.5227604975186,宁波市青林湾街21码头5号门青林商业中心70号,http://www.dianping.com/shop/13784201
139,筷乐熊餐厅,4,16,6.8,6.8,7,29.866105,121.55567,29.86869109753436,121.5515158456122,宁波市君子街35号,http://www.dianping.com/shop/18401201
140,南鸿楼,0,0,0,0,0,29.855228,121.540955,29.85778184061289,121.5367615437432,宁波市南塘老街船埠巷112号(火车南站),http://www.dianping.com/shop/18211675
141,甬上名府,0,0,6.6,6.8,6.4,29.886027,121.52659,29.88854084645823,121.5223482313318,宁波市环城西路北段228号,http://www.dianping.com/shop/21384641
142,味道人家,1,0,7.5,7.1,7.5,29.868388,121.549792,29.87096165218427,121.5456225862818,宁波市城皇庙,http://www.dianping.com/shop/15949540
143,豫香楼信阳特色土菜,2,0,7.8,7.8,7.8,29.865323,121.50305,29.86776848225182,121.4987271620593,宁波市薛家南路80号(宁波工商学院(西门）),http://www.dianping.com/shop/21114187
144,贝果立 Bakery cafe(天一店二店),4,0,7.2,7.6,7.9,29.869259,121.554909,29.87184338053382,121.5507527212598,宁波市碶闸街132号(小辉哥楼下)(小辉哥),http://www.dianping.com/shop/21808300
145,传世骨头饭(宝善店),4,0,7.7,7.5,7.6,29.865697,121.52461,29.86820639728468,121.5203631658688,宁波市宝善路193号(新四方对面),http://www.dianping.com/shop/16007376
146,文鼎一号,1,0,6.9,6.9,6.9,29.868388,121.549792,29.87096165218427,121.5456225862818,宁波市范江岸,http://www.dianping.com/shop/15125772
147,大宋海鲜排档,9,34,6.7,6.4,6.2,29.870213,121.549722,29.87278638785521,121.5455522532463,宁波市大梁街55号(近来必堡),http://www.dianping.com/shop/5432279
148,宁波饭店明州厅,17,100,6.9,6.9,7,29.869374,121.536956,29.87191680937305,121.5327492112838,宁波市马园路251号,http://www.dianping.com/shop/542126
149,衢州农家小灶,2,0,7.3,7,7.5,29.852496,121.529803,29.8550208235546,121.5255746263077,宁波市新典路103号,http://www.dianping.com/shop/20899220
